Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas,Link Relatório
9,dom,2024-04-21,18:00,Charlotte,0.9,0–3,1.7,Minnesota Utd,27.021,Bank of America Stadium,,Relatório da Partida,,/pt/partidas/03cccbbc/Charlotte-FC-Minnesota-United-2024Abril21-Major-League-Soccer
9,sáb,2024-04-20,19:30,Dynamo FC,1.5,0–1,0.8,Austin,20.115,Shell Energy Stadium,,Relatório da Partida,,/pt/partidas/244f80fc/Houston-Dynamo-Austin-FC-2024Abril20-Major-League-Soccer
9,sáb,2024-04-20,19:30,Fire,1.2,0–4,1.8,RSL,14.247,Soldier Field,,Relatório da Partida,,/pt/partidas/395bf6ef/Chicago-Fire-Real-Salt-Lake-2024Abril20-Major-League-Soccer
9,sáb,2024-04-20,19:30,Rapids,1.8,2–1,1.0,FC Dallas,7.492,Dick's Sporting Goods Park,,Relatório da Partida,,/pt/partidas/aaaee2b6/Colorado-Rapids-FC-Dallas-2024Abril20-Major-League-Soccer
9,sáb,2024-04-20,19:30,Seattle,0.6,0–2,2.0,Vancouver W'caps,30.550,Lumen Field,,Relatório da Partida,,/pt/partidas/b5ef2e57/Seattle-Sounders-FC-Vancouver-Whitecaps-FC-2024Abril20-Major-League-Soccer
9,sáb,2024-04-20,19:30,Sporting KC,1.3,3–3,1.9,St. Louis,19.637,Children's Mercy Park,,Relatório da Partida,,/pt/partidas/ba3c6c8c/Sporting-Kansas-City-St-Louis-City-2024Abril20-Major-League-Soccer
9,sáb,2024-04-20,19:30,LAFC,1.5,2–2,1.0,NY Red Bulls,22.122,BMO Stadium,,Relatório da Partida,,/pt/partidas/bb9c1d23/Los-Angeles-FC-New-York-Red-Bulls-2024Abril20-Major-League-Soccer
9,dom,2024-04-21,17:15,LA Galaxy,2.4,4–3,1.8,SJ Earthquakes,25.335,Dignity Health Sports Park,,Relatório da Partida,,/pt/partidas/003a9b0a/California-Clasico-LA-Galaxy-San-Jose-Earthquakes-2024Abril21-Major-League-Soccer
10,sáb,2024-04-27,12:45,Austin,1.1,2–0,0.5,LA Galaxy,20.738,Q2 Stadium,,Relatório da Partida,,/pt/partidas/9141b60b/Austin-FC-LA-Galaxy-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,FC Cincinnati,2.1,2–1,0.7,Rapids,25.513,TQL Stadium,,Relatório da Partida,,/pt/partidas/05b6ea1f/FC-Cincinnati-Colorado-Rapids-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,Crew,1.5,0–0,0.6,CF Montréal,20.927,Lower.com Field,,Relatório da Partida,,/pt/partidas/2e6ddd5a/Columbus-Crew-CF-Montreal-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,Philadelphia,1.8,1–2,0.5,RSL,19.048,Subaru Park,,Relatório da Partida,,/pt/partidas/6550a0e0/Philadelphia-Union-Real-Salt-Lake-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,NYCFC,1.4,2–1,1.1,Charlotte,20.119,Yankee Stadium,,Relatório da Partida,,/pt/partidas/748dfdfe/New-York-City-FC-Charlotte-FC-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,NY Red Bulls,1.2,1–1,1.0,Vancouver W'caps,17.525,Red Bull Arena,,Relatório da Partida,,/pt/partidas/8f3eb7ad/New-York-Red-Bulls-Vancouver-Whitecaps-FC-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,NE Revolution,0.4,1–4,2.8,Inter Miami,65.612,Gillette Stadium,,Relatório da Partida,,/pt/partidas/b3d29306/New-England-Revolution-Inter-Miami-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,D.C. United,1.9,2–1,1.4,Seattle,18.223,Audi Field,,Relatório da Partida,,/pt/partidas/d9912658/DC-United-Seattle-Sounders-FC-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,Orlando City,0.9,1–2,1.5,Toronto FC,21.689,Inter&Co Stadium,,Relatório da Partida,,/pt/partidas/e44efb09/Orlando-City-Toronto-FC-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,Fire,1.0,0–0,1.3,Atlanta Utd,18.236,Soldier Field,,Relatório da Partida,,/pt/partidas/2cf27dc0/Chicago-Fire-Atlanta-United-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,LAFC,1.2,3–2,0.8,Portland Timbers,22.032,BMO Stadium,,Relatório da Partida,,/pt/partidas/3ee3b03b/Los-Angeles-FC-Portland-Timbers-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,FC Dallas,2.3,2–0,0.1,Dynamo FC,19.096,Toyota Stadium,,Relatório da Partida,,/pt/partidas/3f64fa56/FC-Dallas-Houston-Dynamo-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,Minnesota Utd,2.3,2–1,1.4,Sporting KC,19.712,Allianz Field,,Relatório da Partida,,/pt/partidas/628605a9/Minnesota-United-Sporting-Kansas-City-2024Abril27-Major-League-Soccer
10,sáb,2024-04-27,19:30,Nashville,1.0,1–1,1.2,SJ Earthquakes,28.984,Geodis Park,,Relatório da Partida,,/pt/partidas/f2fb4c0e/Nashville-SC-San-Jose-Earthquakes-2024Abril27-Major-League-Soccer
3,ter,2024-04-30,19:30,Philadelphia,1.2,2–3,2.2,Seattle,18.525,Subaru Park,,Relatório da Partida,,/pt/partidas/5688e70e/Philadelphia-Union-Seattle-Sounders-FC-2024Abril30-Major-League-Soccer
11,sáb,2024-05-04,16:30,SJ Earthquakes,1.5,3–1,1.9,LAFC,43.774,Levi's Stadium,,Relatório da Partida,,/pt/partidas/84ef8c0d/San-Jose-Earthquakes-Los-Angeles-FC-2024Maio4-Major-League-Soccer
11,sáb,2024-05-04,19:30,Inter Miami,2.8,6–2,1.5,NY Red Bulls,21.488,Chase Stadium,,Relatório da Partida,,/pt/partidas/0e3dc607/Inter-Miami-New-York-Red-Bulls-2024Maio4-Major-League-Soccer
11,sáb,2024-05-04,19:30,D.C. United,1.1,2–2,0.6,Philadelphia,17.237,Audi Field,,Relatório da Partida,,/pt/partidas/240e5c11/DC-United-Philadelphia-Union-2024Maio4-Major-League-Soccer
11,sáb,2024-05-04,19:30,Charlotte,1.4,2–0,0.4,Portland Timbers,27.495,Bank of America Stadium,,Relatório da Partida,,/pt/partidas/2ce5d297/Charlotte-FC-Portland-Timbers-2024Maio4-Major-League-Soccer
11,sáb,2024-05-04,19:30,Orlando City,0.7,0–1,1.0,FC Cincinnati,21.218,Inter&Co Stadium,,Relatório da Partida,,/pt/partidas/329c83ce/Orlando-City-FC-Cincinnati-2024Maio4-Major-League-Soccer
11,sáb,2024-05-04,19:30,Toronto FC,1.4,3–1,0.4,FC Dallas,24.257,BMO Field,,Relatório da Partida,,/pt/partidas/94440830/Toronto-FC-FC-Dallas-2024Maio4-Major-League-Soccer
11,sáb,2024-05-04,19:30,Atlanta Utd,1.7,1–2,0.5,Minnesota Utd,43.338,Mercedes-Benz Stadium,,Relatório da Partida,,/pt/partidas/e7276237/Atlanta-United-Minnesota-United-2024Maio4-Major-League-Soccer
11,dom,2024-05-05,15:45,Seattle,1.5,0–0,0.4,LA Galaxy,31.102,Lumen Field,,Relatório da Partida,,/pt/partidas/916ef4c6/Seattle-Sounders-FC-LA-Galaxy-2024Maio5-Major-League-Soccer
11,dom,2024-05-05,16:00,NYCFC,1.3,0–2,0.6,Rapids,19.456,Citi Field,,Relatório da Partida,,/pt/partidas/765e3ddc/New-York-City-FC-Colorado-Rapids-2024Maio5-Major-League-Soccer
11,sáb,2024-05-04,19:30,Fire,1.1,0–1,0.9,NE Revolution,18.379,Soldier Field,,Relatório da Partida,,/pt/partidas/1193e66a/Chicago-Fire-New-England-Revolution-2024Maio4-Major-League-Soccer
11,sáb,2024-05-04,19:30,Vancouver W'caps,1.2,0–0,0.3,Austin,32.465,BC Place Stadium,,Relatório da Partida,,/pt/partidas/1e0ed80e/Vancouver-Whitecaps-FC-Austin-FC-2024Maio4-Major-League-Soccer
11,sáb,2024-05-04,19:30,Dynamo FC,1.3,0–0,1.0,St. Louis,22.039,Shell Energy Stadium,,Relatório da Partida,,/pt/partidas/216fbb89/Houston-Dynamo-St-Louis-City-2024Maio4-Major-League-Soccer
11,sáb,2024-05-04,19:30,RSL,0.9,1–0,0.3,Sporting KC,20.001,America First Field,,Relatório da Partida,,/pt/partidas/93b66735/Real-Salt-Lake-Sporting-Kansas-City-2024Maio4-Major-League-Soccer
11,sáb,2024-05-04,19:30,Nashville,2.7,4–1,0.8,CF Montréal,28.600,Geodis Park,,Relatório da Partida,,/pt/partidas/fab2c4ff/Nashville-SC-CF-Montreal-2024Maio4-Major-League-Soccer
12,sáb,2024-05-11,19:30,Charlotte,0.4,1–0,0.1,Nashville,36.319,Bank of America Stadium,,Relatório da Partida,,/pt/partidas/1e4e3f9a/Charlotte-FC-Nashville-SC-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:30,Atlanta Utd,1.3,2–3,2.3,D.C. United,42.822,Mercedes-Benz Stadium,,Relatório da Partida,,/pt/partidas/52c17cb6/Atlanta-United-DC-United-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:30,Philadelphia,3.7,2–3,1.2,Orlando City,19.028,Subaru Park,,Relatório da Partida,,/pt/partidas/54c12e73/Philadelphia-Union-Orlando-City-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:30,Toronto FC,1.9,2–3,2.4,NYCFC,26.925,BMO Field,,Relatório da Partida,,/pt/partidas/5876b797/Toronto-FC-New-York-City-FC-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:30,CF Montréal,1.3,2–3,1.2,Inter Miami,19.619,Stade Saputo,,Relatório da Partida,,/pt/partidas/58f6002a/CF-Montreal-Inter-Miami-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:30,NY Red Bulls,3.4,4–2,1.2,NE Revolution,,Red Bull Arena,,Relatório da Partida,,/pt/partidas/8c0ef45a/New-York-Red-Bulls-New-England-Revolution-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:45,Crew,0.8,1–2,1.2,FC Cincinnati,20.900,Lower.com Field,,Relatório da Partida,,/pt/partidas/854d1831/Columbus-Crew-FC-Cincinnati-2024Maio11-Major-League-Soccer
12,dom,2024-05-12,13:45,Portland Timbers,0.7,1–2,0.4,Seattle,25.218,Providence Park,,Relatório da Partida,,/pt/partidas/0fa55bea/Portland-Timbers-Seattle-Sounders-FC-2024Maio12-Major-League-Soccer
12,sáb,2024-05-11,19:30,St. Louis,2.3,3–1,1.0,Fire,22.500,Citypark,,Relatório da Partida,,/pt/partidas/2372ac4b/St-Louis-City-Chicago-Fire-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:30,LA Galaxy,2.8,2–2,1.4,RSL,25.220,Dignity Health Sports Park,,Relatório da Partida,,/pt/partidas/25688118/LA-Galaxy-Real-Salt-Lake-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:30,Sporting KC,0.7,1–2,1.3,Dynamo FC,18.562,Children's Mercy Park,,Relatório da Partida,,/pt/partidas/97e0b3fe/Sporting-Kansas-City-Houston-Dynamo-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:30,Rapids,1.9,2–3,1.1,SJ Earthquakes,15.557,Dick's Sporting Goods Park,,Relatório da Partida,,/pt/partidas/e51a4cdc/Colorado-Rapids-San-Jose-Earthquakes-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:30,FC Dallas,1.4,2–1,2.1,Austin,19.069,Toyota Stadium,,Relatório da Partida,,/pt/partidas/ef15515f/FC-Dallas-Austin-FC-2024Maio11-Major-League-Soccer
12,sáb,2024-05-11,19:30,LAFC,3.8,3–0,0.4,Vancouver W'caps,22.099,BMO Stadium,,Relatório da Partida,,/pt/partidas/f3136125/Los-Angeles-FC-Vancouver-Whitecaps-FC-2024Maio11-Major-League-Soccer
13,qua,2024-05-15,19:30,FC Cincinnati,1.1,1–0,0.5,Atlanta Utd,24.593,TQL Stadium,,Relatório da Partida,,/pt/partidas/0df2e11a/FC-Cincinnati-Atlanta-United-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,Philadelphia,2.1,1–2,1.3,NYCFC,18.531,Subaru Park,,Relatório da Partida,,/pt/partidas/0e61b36b/Philadelphia-Union-New-York-City-FC-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,Orlando City,0.7,0–0,0.6,Inter Miami,25.046,Inter&Co Stadium,,Relatório da Partida,,/pt/partidas/4f10ca76/Orlando-City-Inter-Miami-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,D.C. United,2.8,1–4,2.3,NY Red Bulls,17.417,Audi Field,,Relatório da Partida,,/pt/partidas/968ef849/DC-United-New-York-Red-Bulls-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,CF Montréal,1.8,1–3,2.5,Crew,19.619,Stade Saputo,,Relatório da Partida,,/pt/partidas/bfb6a07b/CF-Montreal-Columbus-Crew-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,Austin,1.4,1–0,1.3,Dynamo FC,20.738,Q2 Stadium,,Relatório da Partida,,/pt/partidas/22924e56/Austin-FC-Houston-Dynamo-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,Portland Timbers,2.8,4–2,1.0,SJ Earthquakes,,Providence Park,,Relatório da Partida,,/pt/partidas/2f8c4131/Portland-Timbers-San-Jose-Earthquakes-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,Rapids,2.4,1–0,0.7,Vancouver W'caps,11.190,Dick's Sporting Goods Park,,Relatório da Partida,,/pt/partidas/4a75db5f/Colorado-Rapids-Vancouver-Whitecaps-FC-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,Fire,1.0,0–1,0.5,Charlotte,12.806,Soldier Field,,Relatório da Partida,,/pt/partidas/7c251e31/Chicago-Fire-Charlotte-FC-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,St. Louis,1.2,0–2,1.7,LAFC,,Citypark,,Relatório da Partida,,/pt/partidas/805de38b/St-Louis-City-Los-Angeles-FC-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,RSL,2.1,2–0,0.5,Seattle,,America First Field,,Relatório da Partida,,/pt/partidas/89d0abe1/Real-Salt-Lake-Seattle-Sounders-FC-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,Nashville,0.8,2–0,0.4,Toronto FC,27.868,Geodis Park,,Relatório da Partida,,/pt/partidas/bd015c13/Nashville-SC-Toronto-FC-2024Maio15-Major-League-Soccer
13,qua,2024-05-15,19:30,Minnesota Utd,2.5,2–2,1.0,LA Galaxy,18.722,Allianz Field,,Relatório da Partida,,/pt/partidas/bdafd273/Minnesota-United-LA-Galaxy-2024Maio15-Major-League-Soccer
14,sáb,2024-05-18,12:45,Nashville,1.4,1–1,0.7,Atlanta Utd,28.377,Geodis Park,,Relatório da Partida,,/pt/partidas/2c68d504/Nashville-SC-Atlanta-United-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,Toronto FC,3.2,5–1,2.1,CF Montréal,28.261,BMO Field,,Relatório da Partida,,/pt/partidas/21bd8a8f/Toronto-FC-CF-Montreal-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,Inter Miami,1.1,1–0,1.1,D.C. United,21.318,Chase Stadium,,Relatório da Partida,,/pt/partidas/3bb1970e/Inter-Miami-DC-United-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,FC Cincinnati,3.0,3–1,0.6,St. Louis,25.512,TQL Stadium,,Relatório da Partida,,/pt/partidas/53879222/FC-Cincinnati-St-Louis-City-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,NYCFC,1.2,2–1,1.0,NY Red Bulls,30.731,Citi Field,,Relatório da Partida,,/pt/partidas/91fccbd6/New-York-City-FC-New-York-Red-Bulls-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,Charlotte,1.2,0–0,1.5,LA Galaxy,29.099,Bank of America Stadium,,Relatório da Partida,,/pt/partidas/bace4be5/Charlotte-FC-LA-Galaxy-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,NE Revolution,1.4,0–3,2.2,Philadelphia,34.947,Gillette Stadium,,Relatório da Partida,,/pt/partidas/beb05982/New-England-Revolution-Philadelphia-Union-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,SJ Earthquakes,0.6,0–1,1.8,Orlando City,14.172,PayPal Park,,Relatório da Partida,,/pt/partidas/52f6b357/San-Jose-Earthquakes-Orlando-City-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,Austin,2.4,3–2,1.0,Sporting KC,20.738,Q2 Stadium,,Relatório da Partida,,/pt/partidas/535579d8/Austin-FC-Sporting-Kansas-City-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,Seattle,1.0,1–1,1.0,Vancouver W'caps,30.102,Lumen Field,,Relatório da Partida,,/pt/partidas/58a45d6b/Seattle-Sounders-FC-Vancouver-Whitecaps-FC-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,Dynamo FC,0.8,1–1,0.8,FC Dallas,19.284,Shell Energy Stadium,,Relatório da Partida,,/pt/partidas/658978b8/Houston-Dynamo-FC-Dallas-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,RSL,2.3,5–3,2.4,Rapids,20.213,America First Field,,Relatório da Partida,,/pt/partidas/7a7dea1a/Real-Salt-Lake-Colorado-Rapids-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,Minnesota Utd,2.3,2–1,1.4,Portland Timbers,19.735,Allianz Field,,Relatório da Partida,,/pt/partidas/b746d39e/Minnesota-United-Portland-Timbers-2024Maio18-Major-League-Soccer
14,sáb,2024-05-18,19:30,Fire,1.3,1–3,0.9,Crew,23.319,Soldier Field,,Relatório da Partida,,/pt/partidas/e976169a/Chicago-Fire-Columbus-Crew-2024Maio18-Major-League-Soccer
15,sáb,2024-05-25,19:30,CF Montréal,1.2,0–0,0.8,Nashville,19.619,Stade Saputo,,Relatório da Partida,,/pt/partidas/198ee8fc/CF-Montreal-Nashville-SC-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,D.C. United,1.2,1–1,0.9,Fire,19.081,Audi Field,,Relatório da Partida,,/pt/partidas/30542b1b/DC-United-Chicago-Fire-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,Charlotte,1.0,0–0,0.9,Philadelphia,32.232,Bank of America Stadium,,Relatório da Partida,,/pt/partidas/33f1f77a/Charlotte-FC-Philadelphia-Union-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,Toronto FC,1.3,3–4,1.5,FC Cincinnati,27.941,BMO Field,,Relatório da Partida,,/pt/partidas/679258d6/Toronto-FC-FC-Cincinnati-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,Atlanta Utd,1.3,0–1,0.9,LAFC,43.128,Mercedes-Benz Stadium,,Relatório da Partida,,/pt/partidas/eea0cd00/Atlanta-United-Los-Angeles-FC-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,NE Revolution,0.7,0–1,1.5,NYCFC,26.625,Gillette Stadium,,Relatório da Partida,,/pt/partidas/ef1106c2/New-England-Revolution-New-York-City-FC-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,Orlando City,1.3,0–2,2.2,Crew,21.726,Inter&Co Stadium,,Relatório da Partida,,/pt/partidas/f43c6fe8/Orlando-City-Columbus-Crew-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,FC Dallas,1.6,3–3,3.1,RSL,19.096,Toyota Stadium,,Relatório da Partida,,/pt/partidas/022f73ae/FC-Dallas-Real-Salt-Lake-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,Portland Timbers,2.1,2–1,0.2,Sporting KC,22.848,Providence Park,,Relatório da Partida,,/pt/partidas/3609bf32/Portland-Timbers-Sporting-Kansas-City-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,Rapids,3.3,3–3,1.9,Minnesota Utd,16.201,Dick's Sporting Goods Park,,Relatório da Partida,,/pt/partidas/50a966c2/Colorado-Rapids-Minnesota-United-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,SJ Earthquakes,3.3,1–1,0.6,Austin,13.744,PayPal Park,,Relatório da Partida,,/pt/partidas/9bbbfca2/San-Jose-Earthquakes-Austin-FC-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,Vancouver W'caps,2.2,1–2,1.3,Inter Miami,51.035,BC Place Stadium,,Relatório da Partida,,/pt/partidas/b76f997a/Vancouver-Whitecaps-FC-Inter-Miami-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,St. Louis,1.5,1–2,1.3,Seattle,22.500,Citypark,,Relatório da Partida,,/pt/partidas/ce6a9fbe/St-Louis-City-Seattle-Sounders-FC-2024Maio25-Major-League-Soccer
15,sáb,2024-05-25,19:30,LA Galaxy,1.1,2–1,1.9,Dynamo FC,21.707,Dignity Health Sports Park,,Relatório da Partida,,/pt/partidas/fd6a5705/LA-Galaxy-Houston-Dynamo-2024Maio25-Major-League-Soccer
16,qua,2024-05-29,19:30,CF Montréal,2.4,4–2,1.4,D.C. United,19.619,Stade Saputo,,Relatório da Partida,,/pt/partidas/17a36202/CF-Montreal-DC-United-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:30,NY Red Bulls,1.4,3–1,0.6,Charlotte,,Red Bull Arena,,Relatório da Partida,,/pt/partidas/5669fd57/New-York-Red-Bulls-Charlotte-FC-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:30,FC Cincinnati,1.3,0–2,1.0,Nashville,25.513,TQL Stadium,,Relatório da Partida,,/pt/partidas/6016a41a/FC-Cincinnati-Nashville-SC-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:30,Philadelphia,0.7,0–0,1.2,Toronto FC,18.535,Subaru Park,,Relatório da Partida,,/pt/partidas/6f099543/Philadelphia-Union-Toronto-FC-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:30,Inter Miami,0.7,1–3,3.5,Atlanta Utd,21.326,Chase Stadium,,Relatório da Partida,,/pt/partidas/b19c2ffc/Inter-Miami-Atlanta-United-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:30,LA Galaxy,3.6,3–1,0.6,FC Dallas,19.505,Dignity Health Sports Park,,Relatório da Partida,,/pt/partidas/04c56680/LA-Galaxy-FC-Dallas-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:30,Seattle,0.8,1–1,1.3,RSL,29.244,Lumen Field,,Relatório da Partida,,/pt/partidas/82ca4d08/Seattle-Sounders-FC-Real-Salt-Lake-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:30,Dynamo FC,2.3,3–1,1.7,Rapids,15.237,Shell Energy Stadium,,Relatório da Partida,,/pt/partidas/93a3b656/Houston-Dynamo-Colorado-Rapids-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:30,Austin,2.2,0–2,1.7,Portland Timbers,20.738,Q2 Stadium,,Relatório da Partida,,/pt/partidas/abdec1e1/Austin-FC-Portland-Timbers-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:30,Sporting KC,0.8,1–2,1.8,Vancouver W'caps,17.046,Children's Mercy Park,,Relatório da Partida,,/pt/partidas/bbaf48cb/Sporting-Kansas-City-Vancouver-Whitecaps-FC-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:30,Fire,1.0,1–1,0.8,Orlando City,11.372,Soldier Field,,Relatório da Partida,,/pt/partidas/f92a7948/Chicago-Fire-Orlando-City-2024Maio29-Major-League-Soccer
16,qua,2024-05-29,19:45,LAFC,2.3,2–0,0.2,Minnesota Utd,22.010,BMO Stadium,,Relatório da Partida,,/pt/partidas/973f1dbc/Los-Angeles-FC-Minnesota-United-2024Maio29-Major-League-Soccer
17,sex,2024-05-31,19:30,NYCFC,2.7,5–1,1.0,SJ Earthquakes,20.188,Yankee Stadium,,Relatório da Partida,,/pt/partidas/b98f0356/New-York-City-FC-San-Jose-Earthquakes-2024Maio31-Major-League-Soccer
17,sáb,2024-06-01,19:30,Philadelphia,2.7,2–2,1.1,CF Montréal,19.026,Subaru Park,,Relatório da Partida,,/pt/partidas/6c9704fa/Philadelphia-Union-CF-Montreal-2024Junho1-Major-League-Soccer
17,sáb,2024-06-01,19:30,D.C. United,2.9,2–2,0.8,Toronto FC,19.215,Audi Field,,Relatório da Partida,,/pt/partidas/e2ae1793/DC-United-Toronto-FC-2024Junho1-Major-League-Soccer
17,sáb,2024-06-01,19:30,Inter Miami,2.6,3–3,1.6,St. Louis,20.793,Chase Stadium,,Relatório da Partida,,/pt/partidas/eb5fb03e/Inter-Miami-St-Louis-City-2024Junho1-Major-League-Soccer
17,sáb,2024-06-01,19:30,NY Red Bulls,0.8,1–0,0.4,Orlando City,18.039,Red Bull Arena,,Relatório da Partida,,/pt/partidas/ed7bcef7/New-York-Red-Bulls-Orlando-City-2024Junho1-Major-League-Soccer
17,dom,2024-06-02,16:45,Atlanta Utd,2.1,2–3,1.0,Charlotte,61.209,Mercedes-Benz Stadium,,Relatório da Partida,,/pt/partidas/1e81834c/Atlanta-United-Charlotte-FC-2024Junho2-Major-League-Soccer
17,sáb,2024-06-01,19:30,LAFC,1.5,1–0,0.4,FC Dallas,22.105,BMO Stadium,,Relatório da Partida,,/pt/partidas/10e07cd8/Los-Angeles-FC-FC-Dallas-2024Junho1-Major-League-Soccer
17,sáb,2024-06-01,19:30,RSL,3.8,5–1,1.3,Austin,21.078,America First Field,,Relatório da Partida,,/pt/partidas/4e312ea7/Real-Salt-Lake-Austin-FC-2024Junho1-Major-League-Soccer
17,sáb,2024-06-01,19:30,Minnesota Utd,1.6,3–1,0.7,Sporting KC,19.738,Allianz Field,,Relatório da Partida,,/pt/partidas/5cbf9829/Minnesota-United-Sporting-Kansas-City-2024Junho1-Major-League-Soccer
17,sáb,2024-06-01,19:30,Fire,1.0,2–1,1.5,LA Galaxy,25.237,Soldier Field,,Relatório da Partida,,/pt/partidas/628fc15b/Chicago-Fire-LA-Galaxy-2024Junho1-Major-League-Soccer
17,sáb,2024-06-01,19:30,Portland Timbers,1.7,2–2,1.0,Dynamo FC,21.214,Providence Park,,Relatório da Partida,,/pt/partidas/c9e0e6df/Portland-Timbers-Houston-Dynamo-2024Junho1-Major-League-Soccer
17,sáb,2024-06-01,19:30,Nashville,3.2,1–2,0.7,NE Revolution,26.842,Geodis Park,,Relatório da Partida,,/pt/partidas/ca9d6065/Nashville-SC-New-England-Revolution-2024Junho1-Major-League-Soccer
17,sáb,2024-06-01,19:30,Vancouver W'caps,2.3,2–1,1.5,Rapids,22.979,BC Place Stadium,,Relatório da Partida,,/pt/partidas/d7401fe4/Vancouver-Whitecaps-FC-Colorado-Rapids-2024Junho1-Major-League-Soccer
18,sáb,2024-06-08,19:30,NE Revolution,0.9,1–0,1.1,NY Red Bulls,29.288,Gillette Stadium,,Relatório da Partida,,/pt/partidas/6ef8bb0d/New-England-Revolution-New-York-Red-Bulls-2024Junho8-Major-League-Soccer
18,sáb,2024-06-08,19:30,Minnesota Utd,0.6,1–1,0.3,FC Dallas,19.759,Allianz Field,,Relatório da Partida,,/pt/partidas/611051e1/Minnesota-United-FC-Dallas-2024Junho8-Major-League-Soccer
