Equipe,Jogador,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Charlotte,Brecht Dejaegere,10,BEL,AM,32-278,69,0,1,0,0,0,0,0,0,24,0,2,0,0.0,0.0,0.3,1,1,15,19,"78,9",5,15,2,0,0,2024-03-02
Charlotte,Patrick Agyemang,33,USA,FW,23-116,21,0,0,0,0,1,1,0,0,12,1,0,0,0.1,0.1,0.0,0,0,1,7,"14,3",0,3,0,0,0,2024-03-02
Charlotte,Júnior Urso,30,BRA,"DM,CM",34-358,90,0,0,0,0,0,0,0,0,48,2,2,1,0.0,0.0,0.0,0,0,32,36,"88,9",3,24,0,0,0,2024-03-02
Charlotte,Ashley Westwood,8,ENG,"DM,CM",33-336,90,0,0,0,0,0,0,1,0,65,1,0,0,0.0,0.0,0.0,2,1,48,56,"85,7",11,35,0,0,0,2024-03-02
Charlotte,Jere Uronen,21,FIN,LB,29-233,90,0,0,0,0,1,1,0,0,83,1,4,0,0.1,0.1,0.0,1,0,62,72,"86,1",8,47,1,0,0,2024-03-02
Charlotte,Andrew Privett,34,USA,CB,23-213,90,0,0,0,0,0,0,0,0,97,1,0,1,0.0,0.0,0.0,0,0,78,85,"91,8",3,63,0,1,0,2024-03-02
Charlotte,Adilson Malanda,29,FRA,CB,22-125,90,0,0,0,0,0,0,0,0,81,1,0,0,0.0,0.0,0.0,0,0,63,69,"91,3",2,46,0,0,0,2024-03-02
Charlotte,Nathan Byrne,14,ENG,RB,31-271,90,0,0,0,0,0,0,0,0,56,0,1,0,0.0,0.0,0.1,1,0,42,48,"87,5",3,29,0,0,0,2024-03-02
Charlotte,Kristijan Kahlina,1,CRO,GK,31-222,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,1,0,41,47,"87,2",0,33,0,0,0,2024-03-02
Dynamo FC,Gabe Segal,17,USA,FW,22-290,67,0,0,0,0,3,1,0,0,16,0,0,0,0.2,0.2,0.0,2,0,8,12,"66,7",0,8,1,0,0,2024-03-02
Dynamo FC,Amine Bassi,8,FRA,FW,26-096,23,0,0,0,0,0,0,0,0,28,0,1,0,0.0,0.0,0.0,2,0,19,25,"76,0",3,20,0,0,0,2024-03-02
Dynamo FC,Aliyu Ibrahim,18,NGA,LW,22-046,90,1,0,0,0,4,2,1,0,35,2,2,1,0.6,0.6,0.1,2,1,10,15,"66,7",1,21,1,6,3,2024-03-02
Dynamo FC,Adalberto Carrasquilla,20,PAN,RW,25-095,90,0,1,0,0,1,0,0,0,52,0,0,0,0.0,0.0,0.6,8,1,40,46,"87,0",8,40,6,4,2,2024-03-02
Dynamo FC,Sebastian Kowalczyk,27,POL,LM,25-193,67,0,0,0,0,1,0,0,0,29,0,0,0,0.2,0.2,0.1,1,0,20,27,"74,1",2,18,2,1,1,2024-03-02
Dynamo FC,Brad Smith,3,AUS,LM,29-328,23,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,7,10,"70,0",0,5,0,1,0,2024-03-02
Dynamo FC,Artur,6,BRA,CM,27-357,90,0,0,0,0,1,0,0,0,74,0,0,0,0.0,0.0,0.0,2,0,59,69,"85,5",11,53,0,1,0,2024-03-02
Dynamo FC,Brooklyn Raines,35,USA,RM,18-357,45,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,1,0,17,17,"100,0",1,13,0,0,0,2024-03-02
Dynamo FC,Ján Greguš,21,SVK,RM,33-033,45,0,0,0,0,0,0,0,0,52,0,1,0,0.0,0.0,0.1,1,0,42,49,"85,7",1,28,0,0,0,2024-03-02
Dynamo FC,Tate Schmitt,22,USA,LB,26-279,45,0,0,0,0,1,1,0,0,44,0,0,1,0.0,0.0,0.0,0,0,29,38,"76,3",1,27,0,1,0,2024-03-02
Dynamo FC,Franco Escobar,2,ARG,LB,29-010,45,0,0,0,0,0,0,1,0,53,5,0,1,0.0,0.0,0.0,1,0,41,47,"87,2",2,36,1,1,1,2024-03-02
Dynamo FC,Micael,31,BRA,CB,23-203,90,0,0,0,0,0,0,0,0,91,1,0,1,0.0,0.0,0.0,0,0,76,83,"91,6",5,66,0,0,0,2024-03-02
Dynamo FC,Erik Sviatchenko,28,DEN,CB,32-150,90,0,0,0,0,1,0,0,0,57,1,0,1,0.1,0.1,0.0,0,0,37,51,"72,5",3,37,1,1,0,2024-03-02
Dynamo FC,Griffin Dorsey,25,USA,RB,24-363,90,0,0,0,0,1,1,1,0,51,0,0,0,0.0,0.0,0.0,0,0,28,45,"62,2",0,26,3,3,1,2024-03-02
Dynamo FC,Steve Clark,12,USA,GK,37-323,90,0,0,0,0,0,0,1,0,37,0,0,0,0.0,0.0,0.0,0,0,32,36,"88,9",0,26,0,0,0,2024-03-02
NY Red Bulls,Elias Manoel,11,BRA,FW,22-093,81,1,0,0,0,1,1,0,0,25,0,0,0,0.3,0.3,0.2,3,0,12,18,"66,7",1,15,1,2,0,2024-03-02
NY Red Bulls,Andrés Reyes,4,COL,"FW,CB",24-176,9,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,1,3,"33,3",0,1,0,0,0,2024-03-02
NY Red Bulls,Dante Vanzeir,13,BEL,FW,25-321,61,0,1,0,0,2,0,0,0,22,0,0,0,0.1,0.1,0.3,2,1,8,13,"61,5",1,9,2,2,1,2024-03-02
NY Red Bulls,Cameron Harper,17,USA,"FW,RM",22-104,29,0,0,0,0,1,1,1,0,13,1,0,0,0.0,0.0,0.0,0,0,3,6,"50,0",0,6,2,2,0,2024-03-02
NY Red Bulls,Emil Forsberg,10,SWE,LM,32-131,90,0,0,0,0,3,0,0,0,32,0,0,1,0.2,0.2,0.0,5,1,18,26,"69,2",3,19,3,1,1,2024-03-02
NY Red Bulls,Frankie Amaya,8,USA,CM,23-158,90,0,0,0,0,0,0,1,0,60,2,2,2,0.0,0.0,0.1,2,0,44,52,"84,6",5,43,2,0,0,2024-03-02
NY Red Bulls,Daniel Edelman,75,USA,CM,20-309,90,0,0,0,0,1,0,0,0,53,4,2,1,0.0,0.0,0.0,1,0,29,36,"80,6",4,28,0,1,0,2024-03-02
NY Red Bulls,Peter Stroud,5,USA,RM,21-314,33,0,0,0,0,0,0,0,0,12,1,1,0,0.0,0.0,0.0,0,0,8,10,"80,0",0,6,1,0,0,2024-03-02
NY Red Bulls,Lewis Morgan,9,SCO,"RM,LM",27-154,57,1,0,0,0,3,2,0,0,33,1,0,2,0.2,0.2,0.0,0,0,17,19,"89,5",3,26,1,2,1,2024-03-02
NY Red Bulls,John Tolkin,47,USA,LB,21-215,90,0,0,0,0,0,0,0,0,43,1,0,1,0.0,0.0,0.0,0,0,26,35,"74,3",2,25,1,1,0,2024-03-02
NY Red Bulls,Noah Eile,3,SWE,CB,21-227,90,0,0,0,0,0,0,0,0,66,3,1,0,0.0,0.0,0.0,1,0,54,58,"93,1",3,48,0,0,0,2024-03-02
NY Red Bulls,Sean Nealis,15,USA,CB,27-049,90,0,0,0,0,1,1,0,0,80,2,1,2,0.1,0.1,0.0,0,0,61,67,"91,0",3,53,0,0,0,2024-03-02
NY Red Bulls,Dylan Nealis,12,USA,RB,25-216,90,0,0,0,0,0,0,0,0,60,0,3,1,0.0,0.0,0.0,1,0,37,49,"75,5",3,32,2,3,1,2024-03-02
NY Red Bulls,Carlos Coronel,31,PAR,GK,27-064,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,25,40,"62,5",0,26,0,0,0,2024-03-02
Crew,Aziel Jackson,25,USA,FW,22-130,67,0,0,0,0,1,1,0,0,38,1,0,0,0.0,0.0,0.1,1,0,18,25,"72,0",2,23,2,3,0,2024-03-02
St. Louis,Aziel Jackson,25,USA,FW,22-130,67,0,0,0,0,1,1,0,0,38,1,0,0,0.0,0.0,0.1,1,0,18,25,"72,0",2,23,2,3,0,2024-03-02
St. Louis,Tomáš Ostrák,7,CZE,FW,24-026,23,0,0,0,0,2,0,1,0,13,0,0,1,0.1,0.1,0.0,0,0,6,8,"75,0",1,9,2,1,0,2024-03-02
Philadelphia,Samuel Adeniran,16,USA,FW,25-154,87,1,0,0,0,4,1,0,0,27,0,1,0,0.2,0.2,0.0,1,0,10,13,"76,9",2,17,2,3,2,2024-03-02
St. Louis,Samuel Adeniran,16,USA,FW,25-154,87,1,0,0,0,4,1,0,0,27,0,1,0,0.2,0.2,0.0,1,0,10,13,"76,9",2,17,2,3,2,2024-03-02
St. Louis,Nökkvi Þórisson,29,ISL,FW,24-202,3,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,0,0,0,0,2024-03-02
St. Louis,Célio Pompeu,12,BRA,LM,24-083,90,1,1,0,0,3,1,0,0,46,2,0,4,0.2,0.2,0.2,3,1,18,31,"58,1",4,24,4,3,1,2024-03-02
St. Louis,Eduard Löwen,10,GER,CM,27-034,90,0,0,0,0,1,0,0,0,74,2,0,0,0.0,0.0,0.1,5,1,45,62,"72,6",7,45,3,4,1,2024-03-02
St. Louis,Chris Durkin,8,USA,CM,24-023,90,0,0,0,0,3,0,1,0,56,0,1,2,0.1,0.1,0.1,6,0,33,47,"70,2",8,28,1,2,1,2024-03-02
St. Louis,Indiana Vassilev,19,USA,RM,23-015,58,0,0,0,0,1,0,1,0,35,3,0,1,0.0,0.0,0.0,3,0,17,24,"70,8",4,23,1,5,3,2024-03-02
St. Louis,Klauss,9,BRA,RM,27-001,32,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,7,7,"100,0",0,6,0,0,0,2024-03-02
St. Louis,Anthony Markanich,13,PHI,LB,24-067,88,0,0,0,0,1,0,1,0,68,3,3,3,0.0,0.0,0.0,0,0,33,51,"64,7",2,22,0,0,0,2024-03-02
St. Louis,Nikolas Dyhr,44,DEN,LB,22-258,2,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,7,"71,4",0,2,0,0,0,2024-03-02
St. Louis,Joakim Nilsson,4,SWE,CB,30-025,90,0,0,0,0,0,0,0,0,42,4,1,1,0.0,0.0,0.0,0,0,24,27,"88,9",2,12,0,0,0,2024-03-02
St. Louis,Tim Parker,26,USA,CB,31-008,90,0,0,0,0,0,0,0,0,57,1,0,1,0.0,0.0,0.0,1,0,44,51,"86,3",1,27,0,0,0,2024-03-02
St. Louis,Tomas Totland,14,NOR,RB,25-156,90,0,0,0,0,0,0,1,0,58,1,2,6,0.0,0.0,0.1,2,0,34,44,"77,3",4,28,3,2,0,2024-03-02
St. Louis,Roman Bürki,1,SUI,GK,33-109,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,18,28,"64,3",0,16,0,0,0,2024-03-02
NYCFC,Monsef Bakrar,9,ALG,FW,23-049,90,0,0,0,0,2,0,0,0,37,1,0,2,0.1,0.1,0.0,1,0,12,20,"60,0",1,17,0,2,1,2024-03-02
NYCFC,Santiago Rodríguez,10,URU,LW,24-054,72,0,0,0,0,1,0,0,0,54,3,1,1,0.1,0.1,0.0,2,0,28,41,"68,3",7,35,4,2,1,2024-03-02
NYCFC,Agustin Ojeda,26,ARG,LW,19-257,18,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,1,0,4,6,"66,7",0,3,1,0,0,2024-03-02
NYCFC,Hannes Wolf,17,AUT,RW,24-321,66,0,0,0,0,1,1,0,0,40,5,0,2,0.3,0.3,0.0,1,0,15,25,"60,0",0,17,0,3,2,2024-03-02
NYCFC,Julián Fernández,11,ARG,RW,20-059,24,0,0,0,0,0,0,0,0,20,3,0,1,0.0,0.0,0.0,0,0,5,14,"35,7",1,6,0,1,1,2024-03-02
NYCFC,James Sands,6,USA,LM,23-240,81,0,0,0,0,1,0,1,1,77,2,2,1,0.0,0.0,0.0,0,0,49,58,"84,5",3,33,1,1,1,2024-03-02
NYCFC,Andrés Perea,8,USA,CM,23-109,90,0,0,0,0,1,0,1,0,50,8,1,2,0.0,0.0,0.1,3,0,32,38,"84,2",3,15,2,3,3,2024-03-02
NYCFC,Keaton Parks,55,USA,RM,26-209,78,0,0,0,0,0,0,0,0,46,2,0,0,0.0,0.0,0.1,2,0,32,36,"88,9",2,22,0,3,1,2024-03-02
NYCFC,Jovan Mijatović,7,SRB,RM,18-235,12,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,"0,0",0,1,0,0,0,2024-03-02
NYCFC,Kevin O'Toole,22,USA,LB,25-079,90,0,0,0,0,0,0,0,0,63,4,1,2,0.0,0.0,0.3,1,0,33,48,"68,8",5,28,2,1,0,2024-03-02
NYCFC,Birk Risa,5,NOR,CB,26-018,90,0,0,0,0,0,0,0,0,61,0,2,2,0.0,0.0,0.0,1,0,40,54,"74,1",2,36,0,2,1,2024-03-02
NYCFC,Thiago Martins,13,BRA,CB,28-351,90,0,0,0,0,0,0,0,0,76,1,1,1,0.0,0.0,0.0,1,0,55,66,"83,3",2,46,0,0,0,2024-03-02
NYCFC,Mitja Ilenič,35,SVN,RB,19-067,90,0,0,0,0,1,0,1,0,80,1,0,0,0.0,0.0,0.0,0,0,49,72,"68,1",2,33,0,1,0,2024-03-02
NYCFC,Matt Freese,49,USA,GK,25-182,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,30,33,"90,9",0,14,0,0,0,2024-03-02
FC Dallas,Petar Musa,9,CRO,FW,25-364,90,1,0,0,0,3,2,0,0,37,0,0,0,0.4,0.4,0.1,3,0,21,27,"77,8",1,33,1,1,1,2024-03-02
FC Dallas,Paul Arriola,7,USA,"AM,WB",29-026,90,0,0,0,0,0,0,1,0,50,0,0,4,0.0,0.0,0.1,2,0,29,44,"65,9",5,36,2,0,0,2024-03-02
FC Dallas,Logan Farrington,23,USA,AM,22-079,60,0,0,0,0,1,1,0,0,23,0,0,0,0.0,0.0,0.0,2,0,14,19,"73,7",2,20,1,1,0,2024-03-02
FC Dallas,Jesús Ferreira,10,USA,AM,23-069,30,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,2,0,19,22,"86,4",4,18,1,0,0,2024-03-02
FC Dallas,Asier Illarramendi,14,ESP,CM,33-360,45,0,0,0,0,0,0,0,0,47,1,3,1,0.0,0.0,0.0,1,1,39,43,"90,7",3,38,0,0,0,2024-03-02
FC Dallas,Patrickson Delgado,6,ECU,CM,20-137,45,0,0,0,0,0,0,0,0,38,1,1,0,0.0,0.0,0.0,1,0,24,33,"72,7",4,27,0,0,0,2024-03-02
FC Dallas,Liam Fraser,18,CAN,CM,26-018,83,0,0,0,0,1,0,0,0,92,0,0,2,0.0,0.0,0.0,2,0,74,86,"86,0",7,73,1,0,0,2024-03-02
FC Dallas,Paxton Pomykal,19,USA,CM,24-076,7,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,11,12,"91,7",2,11,1,1,0,2024-03-02
FC Dallas,Dante Sealy,11,USA,WB,20-320,83,0,0,0,0,3,2,1,0,40,0,0,1,0.1,0.1,0.0,1,0,26,30,"86,7",0,26,0,0,0,2024-03-02
FC Dallas,Sebastian Lletget,8,USA,AM,31-181,7,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,6,"66,7",0,6,2,1,1,2024-03-02
FC Dallas,Bernard Kamungo,77,USA,WB,22-061,83,0,1,0,0,0,0,0,0,47,1,0,2,0.0,0.0,0.3,3,1,35,43,"81,4",1,28,2,1,0,2024-03-02
FC Dallas,Eugene Ansah,31,GHA,WB,29-077,7,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.2,1,0,4,5,"80,0",1,4,0,0,0,2024-03-02
FC Dallas,Sam Junqua,29,USA,CB,27-114,90,0,0,0,0,2,1,0,0,98,1,1,0,0.1,0.1,0.0,1,0,80,93,"86,0",4,83,0,0,0,2024-03-02
FC Dallas,Omar Gonzalez,3,USA,CB,35-143,90,0,0,0,0,0,0,0,0,73,1,1,0,0.0,0.0,0.0,0,0,63,67,"94,0",4,57,0,0,0,2024-03-02
FC Dallas,Nkosi Tafari,17,USA,CB,26-356,90,0,0,0,0,1,1,0,0,70,3,2,0,0.2,0.2,0.0,0,0,54,62,"87,1",3,56,1,1,0,2024-03-02
FC Dallas,Maarten Paes,30,NED,GK,25-293,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,20,20,"100,0",0,12,0,0,0,2024-03-02
CF Montréal,Matías Cóccaro,9,URU,FW,26-108,44,0,1,0,0,0,0,0,0,17,0,0,1,0.0,0.0,0.1,3,1,10,12,"83,3",1,16,0,1,0,2024-03-02
CF Montréal,Josef Martínez,17,VEN,FW,30-288,46,1,0,0,0,2,1,0,0,18,0,0,0,0.9,0.9,0.0,1,0,13,15,"86,7",0,17,0,1,0,2024-03-02
CF Montréal,Bryce Duke,10,USA,AM,23-003,90,0,0,0,0,1,0,0,0,51,1,0,2,0.1,0.1,0.0,6,1,31,43,"72,1",3,40,1,2,2,2024-03-02
CF Montréal,Kwadwo Opoku,7,GHA,AM,22-233,10,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,0,0,0,0,2024-03-02
CF Montréal,Jules-Anthony Vilsaint,28,CAN,AM,21-056,66,1,0,0,0,2,2,0,0,28,0,0,0,0.1,0.1,0.0,3,1,18,22,"81,8",2,22,0,0,0,2024-03-02
CF Montréal,Sunusi Ibrahim,14,NGA,AM,21-153,14,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,4,"50,0",0,3,0,1,0,2024-03-02
CF Montréal,Samuel Piette,6,CAN,CM,29-111,76,0,0,0,0,0,0,0,0,55,2,1,0,0.0,0.0,0.0,0,0,41,50,"82,0",0,40,0,0,0,2024-03-02
CF Montréal,Victor Wanyama,2,KEN,CM,32-251,14,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,0,0,8,9,"88,9",1,6,0,0,0,2024-03-02
CF Montréal,Mathieu Choiniere,29,CAN,CM,25-024,90,0,0,0,0,0,0,1,0,67,2,0,2,0.0,0.0,0.2,3,0,49,56,"87,5",2,45,0,0,0,2024-03-02
CF Montréal,Ariel Lassiter,11,CRC,WB,29-157,90,0,0,0,0,2,2,0,0,41,2,1,0,0.1,0.1,0.0,0,0,26,31,"83,9",0,28,2,0,0,2024-03-02
FC Dallas,Ruan,22,BRA,WB,28-278,90,0,1,0,0,0,0,0,0,43,0,2,0,0.0,0.0,0.9,2,1,19,35,"54,3",2,32,4,1,0,2024-03-02
CF Montréal,Ruan,22,BRA,WB,28-278,90,0,1,0,0,0,0,0,0,43,0,2,0,0.0,0.0,0.9,2,1,19,35,"54,3",2,32,4,1,0,2024-03-02
CF Montréal,Gabriele Corbo,25,ITA,CB,24-051,90,0,0,0,0,1,0,0,0,74,0,2,2,0.1,0.1,0.1,1,0,55,64,"85,9",8,53,0,1,1,2024-03-02
CF Montréal,Joel Waterman,16,CAN,CB,28-038,90,0,0,0,0,1,1,0,0,74,3,3,0,0.1,0.1,0.0,0,0,59,65,"90,8",2,50,0,0,0,2024-03-02
CF Montréal,George Campbell,24,USA,CB,22-254,90,0,0,0,0,1,0,1,0,70,2,2,1,0.1,0.1,0.0,0,0,44,60,"73,3",2,48,0,0,0,2024-03-02
CF Montréal,Jonathan Sirois,40,CAN,GK,22-249,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,30,38,"78,9",0,21,0,0,0,2024-03-02
Sporting KC,Alan Pulido,9,MEX,FW,32-360,79,0,0,0,0,1,0,0,0,40,0,0,0,0.1,0.1,0.0,2,0,29,34,"85,3",4,29,1,2,0,2024-03-02
Sporting KC,William Agada,23,NGA,FW,24-167,11,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,1,0,2,3,"66,7",0,5,1,0,0,2024-03-02
Sporting KC,Dániel Sallói,10,HUN,LW,27-227,86,0,0,0,0,2,2,0,0,53,0,1,0,0.1,0.1,0.1,4,0,33,44,"75,0",2,41,1,0,0,2024-03-02
Sporting KC,Stephen Afrifa,30,CAN,LW,23-012,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,2,0,0,0,2024-03-02
Sporting KC,Johnny Russell,7,SCO,RW,33-329,90,0,0,0,0,4,2,1,0,53,1,0,2,0.5,0.5,0.2,5,1,28,35,"80,0",3,34,5,7,2,2024-03-02
Sporting KC,Rémi Walter,54,FRA,"LM,RM",28-311,90,1,0,0,0,1,1,0,0,62,0,0,0,0.1,0.1,0.1,1,0,50,56,"89,3",5,37,2,1,1,2024-03-02
Sporting KC,Nemanja Radoja,6,SRB,CM,31-025,90,0,0,0,0,1,0,0,0,47,2,1,2,0.1,0.1,0.0,1,0,35,39,"89,7",1,30,1,2,1,2024-03-02
Sporting KC,Erik Thommy,26,GER,"RM,LM",29-195,79,0,0,0,0,2,1,0,0,61,1,0,3,0.0,0.0,0.0,1,1,38,50,"76,0",6,47,4,2,2,2024-03-02
Sporting KC,Memo Rodriguez,8,USA,LM,28-066,11,0,0,0,0,1,1,0,0,9,0,1,0,0.0,0.0,0.0,2,0,7,7,"100,0",1,7,0,1,1,2024-03-02
Sporting KC,Tim Leibold,14,GER,LB,30-093,90,0,0,0,0,0,0,0,0,98,0,1,1,0.0,0.0,0.0,0,0,76,89,"85,4",8,61,3,2,0,2024-03-02
Sporting KC,Andreu Fontàs,3,ESP,CB,34-109,90,0,0,0,0,0,0,0,0,80,1,1,0,0.0,0.0,0.0,0,0,72,76,"94,7",5,48,0,0,0,2024-03-02
Sporting KC,Daniel Rosero,5,COL,CB,30-148,90,0,0,0,0,0,0,0,0,68,0,1,0,0.0,0.0,0.0,0,0,58,63,"92,1",1,52,0,0,0,2024-03-02
Sporting KC,Jake Davis,17,USA,RB,22-059,90,0,0,0,0,0,0,0,0,96,1,4,4,0.0,0.0,0.2,3,0,72,91,"79,1",9,61,4,0,0,2024-03-02
Sporting KC,Tim Melia,29,USA,GK,37-292,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,31,38,"81,6",0,24,0,0,0,2024-03-02
Philadelphia,Quinn Sullivan,33,USA,FW,19-341,90,0,0,0,0,1,0,0,0,34,1,1,2,0.1,0.1,0.3,3,1,17,25,"68,0",3,22,3,0,0,2024-03-02
Philadelphia,Christopher Donovan,25,USA,FW,23-207,56,0,0,0,0,1,0,0,0,20,2,0,0,0.1,0.1,0.1,1,0,8,14,"57,1",2,9,0,0,0,2024-03-02
Philadelphia,Mikael Uhre,7,DEN,FW,29-154,34,0,0,0,0,0,0,0,0,15,0,0,1,0.0,0.0,0.0,1,0,4,8,"50,0",0,5,1,0,0,2024-03-02
Philadelphia,Jeremy Rafanello,14,USA,AM,23-323,45,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,16,22,"72,7",1,13,0,0,0,2024-03-02
Philadelphia,Dániel Gazdag,10,HUN,AM,28-000,45,0,0,0,0,1,0,0,0,22,1,0,0,0.0,0.0,0.0,0,0,8,15,"53,3",1,9,2,2,1,2024-03-02
Philadelphia,Jack McGlynn,16,USA,LM,20-239,82,0,0,0,0,0,0,0,0,66,0,0,2,0.0,0.0,0.0,0,0,49,62,"79,0",7,42,2,3,2,2024-03-02
Philadelphia,Markus Anderson,35,USA,LM,20-082,8,0,0,0,0,1,0,0,0,2,0,0,0,0.2,0.2,0.0,0,0,1,1,"100,0",0,0,0,0,0,2024-03-02
Philadelphia,Jesús Daniel Bueno,20,VEN,"DM,RM",24-322,90,0,0,0,0,0,0,0,0,50,3,2,0,0.0,0.0,0.0,0,0,38,44,"86,4",5,34,1,0,0,2024-03-02
Philadelphia,José Andrés Martínez,8,VEN,DM,29-208,45,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,0,0,20,24,"83,3",1,11,0,0,0,2024-03-02
Philadelphia,Alejandro Bedoya,11,USA,RM,36-308,45,1,0,0,0,2,2,1,0,24,2,0,1,0.1,0.1,0.0,2,0,13,18,"72,2",2,6,1,0,0,2024-03-02
Philadelphia,Nathan Harriel,26,USA,"RB,LB",22-314,90,0,0,0,0,1,0,0,0,47,1,1,4,0.1,0.1,0.0,0,0,31,36,"86,1",1,15,2,0,0,2024-03-02
Philadelphia,Damion Lowe,17,JAM,CB,30-302,90,0,0,0,0,0,0,1,0,80,3,4,3,0.0,0.0,0.0,2,0,54,62,"87,1",8,47,0,0,0,2024-03-02
Philadelphia,Jack Elliott,3,ENG,CB,28-190,90,0,0,0,0,0,0,0,0,54,3,2,0,0.0,0.0,0.0,1,0,36,40,"90,0",0,32,0,0,0,2024-03-02
Philadelphia,Olivier Mbaizo,15,CMR,RB,26-200,45,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,16,19,"84,2",1,9,1,0,0,2024-03-02
Philadelphia,Kai Wagner,27,GER,LB,27-016,45,0,0,0,0,0,0,0,0,31,2,0,0,0.0,0.0,0.1,3,0,21,29,"72,4",4,17,0,0,0,2024-03-02
Philadelphia,Oliver Semmle,1,GER,GK,25-340,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,15,25,"60,0",0,13,0,0,0,2024-03-02
Fire,Hugo Cuypers,9,BEL,FW,27-024,90,0,0,0,0,0,0,0,0,44,1,1,5,0.0,0.0,0.0,0,0,23,28,"82,1",3,21,0,0,0,2024-03-02
Fire,Brian Gutiérrez,17,USA,"LW,WB,AM",20-259,90,0,0,0,0,0,0,1,0,55,4,0,0,0.0,0.0,0.1,2,1,34,43,"79,1",6,34,2,5,1,2024-03-02
Fire,Xherdan Shaqiri,10,SUI,"RW,AM",32-144,85,1,0,1,1,0,0,0,0,57,1,1,2,0.8,0.0,0.0,1,0,34,49,"69,4",6,39,3,2,2,2024-03-02
Fire,Chris Mueller,8,USA,"WB,AM",27-186,5,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,3,5,"60,0",0,2,1,0,0,2024-03-02
Fire,Fabian Herbers,21,GER,LM,30-198,74,0,0,0,0,1,0,0,0,52,1,1,1,0.1,0.1,0.0,2,1,40,45,"88,9",3,31,3,2,1,2024-03-02
Fire,Georgios Koutsias,19,GRE,FW,20-023,16,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,4,"100,0",0,3,0,0,0,2024-03-02
Fire,Kellyn Acosta,23,USA,CM,28-222,74,0,0,0,0,2,0,1,0,47,2,0,1,0.1,0.1,0.0,1,0,33,41,"80,5",5,29,0,1,1,2024-03-02
Fire,Federico Navarro,31,ARG,CM,23-359,16,0,0,0,0,0,0,0,0,17,2,1,0,0.0,0.0,0.0,0,0,10,13,"76,9",0,9,0,0,0,2024-03-02
Fire,Gastón Giménez,30,PAR,CM,32-219,90,0,0,0,0,1,0,0,0,47,2,1,1,0.0,0.0,0.0,0,0,32,39,"82,1",2,23,0,2,1,2024-03-02
Fire,Maren Haile-Selassie,7,SUI,"RM,WB",24-355,90,0,0,0,0,0,0,0,0,44,0,2,1,0.0,0.0,0.1,2,0,32,35,"91,4",4,25,1,4,0,2024-03-02
Fire,Rafael Czichos,5,GER,CB,33-293,90,0,0,0,0,0,0,0,0,65,2,0,1,0.0,0.0,0.0,0,0,48,56,"85,7",0,33,1,0,0,2024-03-02
Fire,Mauricio Pineda,22,USA,CB,26-137,90,0,0,0,0,0,0,1,0,47,2,1,0,0.0,0.0,0.0,0,0,42,45,"93,3",1,24,1,0,0,2024-03-02
